sentence,emotion
Every fiber of my being recoils in disgust and contempt at the mere thought of their presence.,loathing
She carefully sidestepped any mention of the topic during the conversation.,avoiding
"Despite her meticulous planning, her hopes and dreams were all rendered irrelevant, marked by a simple, decisive line through them all.",crossed out
"The feeling washed over her like a dark storm cloud, leaving her heart heavy and her mind clouded with unease.",awful
I am utterly appalled by such blatant disregard for common decency!,outraged
The overwhelming smell made my stomach churn and my skin crawl.,disgust
The sight of the decaying food in the fridge made her quickly shut the door in disgust.,repelled
"She lingered at the edge of the decision, unsure of which way to step.",hesitant
The foul stench wafting from the garbage made my stomach churn unpleasantly.,nauseated
The gruesome scene made my stomach turn and my heart sink in disbelief.,appalled
The very thought of it curls my lip in repulsion.,detest
"The air in the room felt heavy, suffocating, and every silence seemed to linger for an eternity.",uncomfortable
It seems like their choices are always subject to scrutiny by those around them.,judgemental
"Every time I see their smug expression, it's like swallowing a bitter pill coated in regret.",loathing
I find myself steering clear of that situation whenever possible.,avoiding
"In an instant, the carefully planned schedule was replaced with a jumble of **confusing** conflicting tasks.",crossed out
"The feeling lingered like a heavy shadow, casting a pall over everything in its wake.",awful
I cannot believe such blatant disregard for fairness and integrity is tolerated.,outraged
The sight and smell of the decaying leftovers in the fridge made me cringe and look away in revulsion.,disgust
"The mere thought of it made her instinctually take a step back, a shiver running down her spine.",repelled
I'm not entirely sure if I'm ready to take that risk just yet.,hesitant
"The pungent smell wafted through the room, causing a sickening churn in the pit of my stomach.",nauseated
The sight before me filled me with a deep sense of disbelief and revulsion.,appalled
The mere thought of their presence sends shivers down my spine.,detest
"I shifted in my seat, feeling a sudden awareness of the silence that surrounded me.",uncomfortable
It seems that some individuals have a distinct lack of consideration for basic societal norms.,judgemental
"Every time I see his smug face, my skin crawls with disgust and contempt.",loathing
I tend to steer clear of situations that make me feel uneasy.,avoiding
The plans we had carefully laid out were suddenly erased and replaced with uncertainty.,crossed out
"The feeling crept in like a dark, heavy cloud, suffocating and unrelenting.",awful
I am appalled by the blatant disregard for basic human decency exhibited in that situation.,outraged
The obnoxious stench wafting from the dumpster made my stomach turn in revolt.,disgust
"The sight of the oozing, foul-smelling garbage made her stomach churn in disgust.",repelled
"She took a small step forward, unsure if she was ready to commit to the decision.",hesitant
The pungent smell from the overflowing trash made my stomach churn.,nauseated
The sight left me feeling like I had witnessed a grave betrayal of decency.,appalled
The very thought of it fills me with an overwhelming sense of revulsion.,detest
"The room fell into an awkward silence, filled with shifting glances and fidgeting.",uncomfortable
Their choice of attire was rather questionable for such a formal event.,judgemental
The mere thought of that person's presence makes my skin crawl with revulsion.,loathing
"She carefully skirted around the issue, choosing her words with precision to sidestep any confrontation.",avoiding
The plans I had carefully laid out were suddenly scribbled with chaotic lines.,crossed out
"The feeling weighed heavy in the pit of my stomach, casting a dark shadow over everything.",awful
I cannot believe such blatant disregard for fairness and justice!,outraged
The sight and smell of the decaying food in the fridge made my stomach churn.,disgust
The sight of the decaying fish made her quickly step back in disgust.,repelled
"She cautiously took a step back, unsure of what might happen next.",hesitant
"The sight and smell overwhelmed my senses, causing a sickening churn in my stomach.",nauseated
The sight before me left my stomach churning and my fists clenched in disbelief.,appalled
"Every time I think about that person, a wave of strong negative feelings washes over me.",detest
"The awkward silence lingered in the room, making everyone shift in their seats.",uncomfortable
I find it quite interesting that they always seem to have an opinion on everyone else's choices.,judgemental
The mere thought of their presence fills me with an overwhelming sense of revulsion.,loathing
"She skillfully sidestepped any mention of the upcoming event, hoping to steer the conversation in a different direction.",avoiding
